# Frame  eRMDSD     RMSD
    698 1.2117e+00 4.1706e-01 
    699 1.1271e+00 4.2097e-01 
    700 1.4969e+00 4.7698e-01 
    701 1.6172e+00 5.1262e-01 
    702 1.7018e+00 5.2419e-01 
    703 4.1295e-01 1.2156e-01 
    704 4.6325e-01 1.7508e-01 
    705 5.3384e-01 2.0829e-01 
    706 1.5956e+00 4.7861e-01 
    707 1.2132e+00 3.8561e-01 
    708 4.1721e-01 1.6976e-01 
    709 4.6486e-01 1.9357e-01 
    710 5.9330e-01 1.8893e-01 
    711 1.2502e+00 3.8308e-01 
    712 1.6873e+00 5.1668e-01 
    713 1.5114e+00 4.9127e-01 
    714 1.6608e+00 5.2136e-01 
    715 1.5970e+00 4.8756e-01 
    716 1.4360e+00 4.4941e-01 
    717 1.5440e+00 4.6039e-01 
    718 1.5998e+00 5.1321e-01 
    719 1.5934e+00 4.1387e-01 
    720 1.6339e+00 5.0490e-01 
    721 1.6707e+00 4.9886e-01 
    722 1.4173e+00 4.7939e-01 
    723 1.5811e+00 4.8273e-01 
    724 1.5653e+00 5.2136e-01 
    725 1.6193e+00 5.1218e-01 
    726 1.5481e+00 4.9184e-01 
    727 1.5355e+00 4.7882e-01 
    728 1.6027e+00 4.7226e-01 
    729 1.4108e+00 4.0326e-01 
    730 6.6144e-01 1.8936e-01 
    731 1.3743e+00 4.2001e-01 
    732 7.6084e-01 2.5980e-01 
    733 1.4127e+00 4.3386e-01 
    734 1.4731e+00 4.1144e-01 
    735 5.9973e-01 1.6673e-01 
    736 1.6446e+00 5.0582e-01 
    737 1.5950e+00 4.9572e-01 
    738 1.5230e+00 4.9649e-01 
    739 1.4776e+00 5.0031e-01 
    740 1.6235e+00 4.7999e-01 
    741 1.5204e+00 4.9218e-01 
    742 5.7198e-01 1.0983e-01 
    743 1.5928e+00 5.0027e-01 
    744 1.6001e+00 4.8726e-01 
    745 1.6077e+00 4.9109e-01 
    746 5.2207e-01 2.1586e-01 
    747 5.9354e-01 2.1310e-01 
    748 1.5856e+00 4.7501e-01 
    749 5.5719e-01 1.2443e-01 
    750 1.5564e+00 4.2851e-01 
    751 5.2219e-01 1.9306e-01 
    752 1.5796e+00 4.4359e-01 
    753 1.5442e+00 4.1814e-01 
    754 1.5715e+00 4.9141e-01 
    755 6.0394e-01 1.5547e-01 
    756 1.6827e+00 4.9873e-01 
    757 1.6074e+00 5.0435e-01 
    758 6.3511e-01 1.7261e-01 
    759 6.9665e-01 2.9098e-01 
    760 1.5212e+00 4.1985e-01 
    761 4.6947e-01 1.5620e-01 
    762 4.3188e-01 2.0000e-01 
    763 5.0681e-01 1.2481e-01 
    764 1.5830e+00 4.8857e-01 
    765 8.0154e-01 1.6891e-01 
    766 1.5283e+00 5.6873e-01 
    767 1.5764e+00 5.1321e-01 
    768 4.5303e-01 1.1263e-01 
    769 1.6974e+00 5.2349e-01 
    770 1.6123e+00 4.9783e-01 
    771 1.2304e+00 3.4642e-01 
    772 1.5473e+00 4.4472e-01 
    773 1.5079e+00 5.3367e-01 
    774 1.5899e+00 4.9690e-01 
    775 1.6561e+00 5.1452e-01 
    776 4.5169e-01 1.2885e-01 
    777 1.6481e+00 4.9897e-01 
    778 5.9184e-01 1.4755e-01 
    779 1.4900e+00 4.1727e-01 
    780 1.5124e+00 4.4067e-01 
    781 1.5911e+00 4.9482e-01 
    782 1.6034e+00 4.8931e-01 
    783 1.6753e+00 5.2713e-01 
    784 1.5865e+00 5.0142e-01 
    785 1.6241e+00 5.1023e-01 
    786 5.3680e-01 1.9645e-01 
    787 3.9723e-01 1.6101e-01 
    788 1.6556e+00 5.0290e-01 
    789 5.0180e-01 1.7024e-01 
    790 7.0683e-01 1.8786e-01 
    791 1.6381e+00 4.9271e-01 
    792 4.8773e-01 2.1066e-01 
    793 1.5643e+00 4.6912e-01 
    794 5.2313e-01 1.7460e-01 
    795 4.3354e-01 1.7041e-01 
    796 4.4696e-01 2.0680e-01 
    797 1.6936e+00 5.0478e-01 
    798 1.6350e+00 4.9568e-01 
    799 1.2156e+00 3.8194e-01 
    800 1.6350e+00 4.8626e-01 
    801 1.2237e+00 3.6430e-01 
    802 1.2599e+00 3.8904e-01 
    803 1.2244e+00 3.7992e-01 
    804 1.2490e+00 3.8803e-01 
    805 1.6490e+00 5.1056e-01 
    806 1.6274e+00 5.1857e-01 
    807 1.5171e+00 4.8306e-01 
    808 1.6818e+00 5.2100e-01 
    809 1.6771e+00 5.1405e-01 
    810 1.6325e+00 5.2027e-01 
    811 5.3761e-01 2.1764e-01 
    812 5.5387e-01 1.8182e-01 
    813 4.7640e-01 1.5459e-01 
    814 1.6539e+00 5.1993e-01 
    815 4.9467e-01 2.0426e-01 
    816 1.5301e+00 4.8416e-01 
    817 1.6844e+00 5.2221e-01 
    818 1.6238e+00 5.2709e-01 
    819 1.6544e+00 4.9560e-01 
    820 1.6451e+00 5.2443e-01 
    821 4.6596e-01 1.8539e-01 
    822 1.6536e+00 5.2129e-01 
    823 1.4136e+00 4.6385e-01 
    824 1.6545e+00 5.2049e-01 
    825 6.6805e-01 2.1025e-01 
    826 1.5423e+00 5.3283e-01 
    827 1.4445e+00 5.1119e-01 
    828 6.2091e-01 2.0685e-01 
    829 6.2703e-01 2.3471e-01 
    830 1.6571e+00 5.3402e-01 
    831 1.4445e+00 4.5756e-01 
    832 1.6052e+00 5.2211e-01 
    833 1.5971e+00 5.1491e-01 
    834 1.4349e+00 5.0733e-01 
    835 1.6816e+00 5.2474e-01 
    836 1.5617e+00 5.1274e-01 
    837 1.6932e+00 5.2849e-01 
    838 1.6266e+00 5.2481e-01 
    839 1.6084e+00 5.0602e-01 
    840 1.6022e+00 5.0087e-01 
    841 1.6581e+00 5.1513e-01 
    842 7.9225e-01 2.8100e-01 
    843 1.6700e+00 4.9495e-01 
    844 1.6262e+00 5.3906e-01 
    845 1.6492e+00 5.6357e-01 
    846 4.6223e-01 1.5102e-01 
    847 4.8101e-01 1.8349e-01 
    848 1.5357e+00 5.2130e-01 
    849 1.6307e+00 5.2459e-01 
    850 1.6472e+00 5.2871e-01 
    851 1.7001e+00 5.3824e-01 
    852 1.6491e+00 5.2556e-01 
    853 1.6605e+00 5.2484e-01 
    854 5.9672e-01 2.3144e-01 
    855 1.4482e+00 4.7608e-01 
    856 1.6009e+00 5.1133e-01 
    857 1.6155e+00 5.0543e-01 
    858 1.6071e+00 4.8715e-01 
    859 1.6856e+00 5.3951e-01 
    860 6.8295e-01 2.0532e-01 
    861 1.5756e+00 5.3093e-01 
    862 1.6974e+00 5.1936e-01 
    863 1.3995e+00 4.6049e-01 
    864 1.4545e+00 4.7950e-01 
    865 1.6467e+00 5.3181e-01 
    866 1.4752e+00 4.6488e-01 
    867 1.4500e+00 4.7265e-01 
    868 1.6686e+00 5.4926e-01 
    869 1.5669e+00 4.9783e-01 
    870 1.4753e+00 4.4619e-01 
    871 1.5580e+00 4.4038e-01 
    872 5.7771e-01 1.2692e-01 
    873 4.8495e-01 1.1717e-01 
    874 1.6371e+00 5.0201e-01 
    875 1.4149e+00 4.8781e-01 
    876 1.6749e+00 5.0992e-01 
    877 1.5888e+00 5.1573e-01 
    878 1.4512e+00 4.5570e-01 
    879 8.9077e-01 2.5470e-01 
    880 1.5765e+00 5.2404e-01 
    881 7.4105e-01 2.1560e-01 
    882 1.6534e+00 5.1901e-01 
    883 1.6848e+00 5.4297e-01 
    884 1.6339e+00 5.3507e-01 
    885 1.5628e+00 5.1592e-01 
    886 1.6249e+00 5.1757e-01 
    887 1.6263e+00 5.2150e-01 
    888 1.6298e+00 5.1767e-01 
    889 1.5947e+00 5.2238e-01 
    890 1.5412e+00 5.1272e-01 
    891 1.4836e+00 4.7042e-01 
    892 1.4975e+00 4.5751e-01 
    893 7.2599e-01 2.4553e-01 
    894 5.0323e-01 1.5074e-01 
    895 6.0655e-01 1.7707e-01 
    896 1.5962e+00 4.7406e-01 
    897 1.5994e+00 4.5049e-01 
    898 1.4784e+00 4.4759e-01 
    899 6.5901e-01 2.1811e-01 
    900 5.2626e-01 1.4763e-01 
    901 6.4205e-01 2.3174e-01 
    902 6.8682e-01 2.6633e-01 
    903 7.0249e-01 2.2196e-01 
    904 1.5340e+00 4.8016e-01 
    905 4.0884e-01 1.6910e-01 
    906 1.6449e+00 5.1491e-01 
    907 1.5459e+00 4.8095e-01 
    908 1.6409e+00 5.0816e-01 
    909 1.6709e+00 5.1314e-01 
    910 1.6626e+00 5.1938e-01 
    911 1.5011e+00 4.8095e-01 
    912 1.5311e+00 4.6388e-01 
    913 1.1147e+00 2.7198e-01 
    914 1.1020e+00 2.8692e-01 
    915 1.6676e+00 5.1776e-01 
    916 8.6397e-01 1.5190e-01 
    917 1.6170e+00 5.3561e-01 
    918 6.6971e-01 2.2282e-01 
    919 8.8017e-01 2.0320e-01 
    920 1.4011e+00 4.9089e-01 
    921 1.6422e+00 5.0365e-01 
    922 1.6754e+00 5.2319e-01 
    923 1.6372e+00 5.2020e-01 
    924 1.6285e+00 5.2734e-01 
    925 1.3865e+00 4.7760e-01 
    926 6.1884e-01 2.3978e-01 
    927 1.6583e+00 5.2565e-01 
    928 1.6746e+00 5.2386e-01 
    929 1.7094e+00 5.4001e-01 
    930 1.6407e+00 5.2128e-01 
    931 1.6899e+00 5.0652e-01 
    932 5.9278e-01 2.3786e-01 
    933 5.6156e-01 1.1511e-01 
    934 1.4459e+00 4.6948e-01 
    935 6.4557e-01 2.4231e-01 
    936 1.0919e+00 2.9475e-01 
    937 1.6252e+00 5.1201e-01 
    938 1.6604e+00 5.1324e-01 
    939 8.1051e-01 2.8202e-01 
    940 5.1989e-01 2.0235e-01 
    941 1.6652e+00 5.1713e-01 
    942 8.6206e-01 2.6422e-01 
    943 4.8643e-01 1.2856e-01 
    944 4.9358e-01 1.1908e-01 
    945 7.0300e-01 2.0686e-01 
    946 1.6571e+00 5.3395e-01 
    947 1.5607e+00 4.6265e-01 
    948 1.6658e+00 5.1945e-01 
    949 5.6539e-01 2.0491e-01 
    950 1.3347e+00 4.9526e-01 
    951 1.5350e+00 5.1637e-01 
    952 1.4808e+00 5.3537e-01 
    953 1.6598e+00 5.3244e-01 
    954 3.2696e-01 1.7689e-01 
    955 1.6460e+00 5.2025e-01 
    956 6.6431e-01 2.3765e-01 
    957 4.1109e-01 1.5978e-01 
    958 1.6056e+00 5.2560e-01 
    959 3.7401e-01 1.6598e-01 
    960 8.2355e-01 1.7792e-01 
    961 1.2325e+00 4.6025e-01 
    962 5.0951e-01 1.6695e-01 
    963 1.6494e+00 5.1744e-01 
    964 1.1681e+00 5.0360e-01 
    965 5.7274e-01 2.3126e-01 
    966 5.3959e-01 1.8269e-01 
    967 5.1139e-01 1.4912e-01 
    968 1.5998e+00 5.1132e-01 
    969 7.1398e-01 2.3318e-01 
    970 4.2685e-01 2.0645e-01 
    971 6.6491e-01 1.9583e-01 
    972 1.6517e+00 5.2552e-01 
    973 1.6653e+00 5.2268e-01 
    974 1.5445e+00 5.1735e-01 
    975 1.6193e+00 5.2648e-01 
    976 1.4612e+00 4.5001e-01 
    977 1.6225e+00 5.1903e-01 
    978 1.6652e+00 5.1309e-01 
    979 1.6660e+00 5.1436e-01 
    980 1.6450e+00 4.9821e-01 
    981 1.4922e+00 5.1051e-01 
    982 1.4916e+00 4.9437e-01 
    983 1.4896e+00 5.2870e-01 
    984 3.9242e-01 1.0492e-01 
    985 1.4746e+00 5.1799e-01 
    986 1.5571e+00 4.1267e-01 
    987 1.6401e+00 5.1236e-01 
    988 1.6561e+00 5.1361e-01 
    989 1.5757e+00 4.5449e-01 
    990 1.6442e+00 5.2126e-01 
    991 1.6447e+00 5.4229e-01 
    992 1.5883e+00 4.5647e-01 
    993 1.5852e+00 4.6627e-01 
    994 5.8061e-01 2.0832e-01 
    995 1.6312e+00 5.3656e-01 
    996 1.5333e+00 4.5938e-01 
    997 1.4112e+00 5.3713e-01 
    998 1.5701e+00 4.3165e-01 
    999 5.5586e-01 1.0301e-01 
   1000 5.5818e-01 1.2381e-01 
   1001 1.6443e+00 5.1356e-01 
   1002 1.4662e+00 5.2655e-01 
   1003 1.5038e+00 5.2944e-01 
   1004 1.4781e+00 5.2401e-01 
   1005 4.4587e-01 1.5559e-01 
   1006 6.7288e-01 1.5460e-01 
   1007 6.7935e-01 1.9743e-01 
   1008 1.4955e+00 4.6937e-01 
   1009 4.1145e-01 1.7845e-01 
   1010 1.5900e+00 4.5725e-01 
   1011 1.4242e+00 4.6651e-01 
   1012 9.3444e-01 3.4151e-01 
   1013 1.5062e+00 5.4043e-01 
   1014 1.5334e+00 4.9505e-01 
   1015 1.6478e+00 5.2155e-01 
   1016 1.6114e+00 4.9710e-01 
   1017 5.6578e-01 1.7339e-01 
   1018 6.7753e-01 1.5379e-01 
   1019 9.2675e-01 1.8996e-01 
   1020 4.9531e-01 1.0487e-01 
   1021 1.6228e+00 5.0981e-01 
   1022 5.3717e-01 1.3027e-01 
   1023 4.1908e-01 1.1206e-01 
   1024 8.2295e-01 1.6718e-01 
   1025 1.5960e+00 5.1873e-01 
   1026 1.6215e+00 4.7896e-01 
   1027 1.6045e+00 5.2191e-01 
   1028 1.5902e+00 5.3305e-01 
   1029 1.6122e+00 5.1827e-01 
   1030 1.4956e+00 5.0267e-01 
   1031 1.5594e+00 4.6843e-01 
   1032 1.5328e+00 4.6428e-01 
   1033 1.5642e+00 4.7229e-01 
   1034 8.8626e-01 3.0646e-01 
   1035 1.6313e+00 5.1891e-01 
   1036 1.6736e+00 4.9680e-01 
   1037 6.4606e-01 2.4548e-01 
   1038 4.6654e-01 1.2759e-01 
   1039 8.9275e-01 2.4770e-01 
   1040 1.6362e+00 5.3231e-01 
   1041 1.0106e+00 3.0769e-01 
   1042 3.9490e-01 1.2966e-01 
   1043 1.6389e+00 5.3371e-01 
   1044 1.6098e+00 4.4723e-01 
   1045 1.6461e+00 4.5600e-01 
   1046 1.6726e+00 5.2129e-01 
   1047 1.7292e+00 5.3991e-01 
   1048 1.5617e+00 4.4041e-01 
   1049 1.6141e+00 5.2928e-01 
   1050 1.6363e+00 5.3139e-01 
   1051 1.6653e+00 4.5932e-01 
   1052 1.5692e+00 4.3137e-01 
   1053 1.6499e+00 5.3887e-01 
   1054 1.6643e+00 5.2957e-01 
   1055 1.6692e+00 5.3258e-01 
   1056 1.6452e+00 5.3202e-01 
   1057 4.9304e-01 2.1226e-01 
   1058 1.2508e+00 4.3040e-01 
   1059 1.5682e+00 5.1909e-01 
   1060 1.6376e+00 5.2495e-01 
   1061 1.5650e+00 5.0982e-01 
   1062 1.2549e+00 3.9553e-01 
   1063 1.0840e+00 3.6931e-01 
   1064 1.6413e+00 4.4077e-01 
   1065 1.6933e+00 5.3177e-01 
   1066 1.6488e+00 5.0522e-01 
   1067 1.5614e+00 5.0076e-01 
   1068 1.6018e+00 5.1814e-01 
   1069 1.6229e+00 5.1637e-01 
   1070 1.6578e+00 5.0268e-01 
   1071 1.5242e+00 5.1988e-01 
   1072 1.5833e+00 5.3059e-01 
   1073 1.6610e+00 5.3368e-01 
   1074 4.7741e-01 1.8919e-01 
   1075 9.5261e-01 3.3365e-01 
   1076 3.9551e-01 1.8452e-01 
   1077 1.6347e+00 5.1764e-01 
   1078 1.4987e+00 4.6988e-01 
   1079 1.5320e+00 5.2998e-01 
   1080 1.6637e+00 5.3678e-01 
   1081 9.5251e-01 3.3710e-01 
   1082 1.0874e+00 4.7674e-01 
   1083 9.9518e-01 4.5427e-01 
   1084 1.5764e+00 5.0333e-01 
   1085 1.4979e+00 5.0461e-01 
   1086 9.3994e-01 3.2957e-01 
   1087 5.8992e-01 2.0331e-01 
   1088 9.7275e-01 3.4924e-01 
   1089 1.6513e+00 5.2421e-01 
   1090 8.3007e-01 3.1708e-01 
   1091 1.5579e+00 5.0893e-01 
   1092 1.6468e+00 5.2770e-01 
   1093 8.9440e-01 2.7849e-01 
   1094 8.1828e-01 2.8406e-01 
   1095 1.5856e+00 5.2664e-01 
   1096 8.4222e-01 3.0598e-01 
   1097 1.6707e+00 5.2197e-01 
   1098 9.8742e-01 3.1274e-01 
   1099 1.6690e+00 5.2128e-01 
   1100 1.5005e+00 4.6579e-01 
   1101 1.5369e+00 4.6081e-01 
   1102 8.6754e-01 2.6676e-01 
   1103 1.5064e+00 5.0483e-01 
   1104 8.3231e-01 2.0108e-01 
   1105 8.1592e-01 2.5582e-01 
   1106 8.5143e-01 2.5704e-01 
   1107 1.6263e+00 5.1273e-01 
   1108 1.5859e+00 5.1957e-01 
   1109 1.6555e+00 5.1563e-01 
   1110 1.6353e+00 5.2253e-01 
   1111 1.7051e+00 5.2906e-01 
   1112 1.5956e+00 5.1372e-01 
   1113 8.7039e-01 3.0078e-01 
   1114 1.6153e+00 4.9904e-01 
   1115 1.5260e+00 4.2395e-01 
   1116 7.5709e-01 2.9437e-01 
   1117 9.0144e-01 3.7744e-01 
   1118 6.7681e-01 2.6695e-01 
   1119 5.9361e-01 2.4406e-01 
   1120 1.5565e+00 4.8666e-01 
   1121 8.4510e-01 3.1180e-01 
   1122 1.6098e+00 5.2642e-01 
   1123 1.6639e+00 5.4049e-01 
   1124 1.6370e+00 5.2316e-01 
   1125 4.3875e-01 1.8263e-01 
   1126 8.0701e-01 2.5880e-01 
   1127 6.1651e-01 2.1519e-01 
   1128 5.4869e-01 1.8974e-01 
   1129 1.4206e+00 5.6071e-01 
   1130 8.4256e-01 2.7368e-01 
   1131 1.6200e+00 5.2802e-01 
   1132 1.5760e+00 5.0465e-01 
   1133 1.5832e+00 5.1480e-01 
   1134 1.6718e+00 5.2263e-01 
   1135 1.5594e+00 5.0965e-01 
   1136 1.4888e+00 5.5073e-01 
   1137 5.1137e-01 1.4056e-01 
   1138 1.6860e+00 5.2005e-01 
   1139 1.6456e+00 5.2433e-01 
   1140 1.6494e+00 5.3245e-01 
   1141 1.5210e+00 5.6550e-01 
   1142 1.7004e+00 5.3467e-01 
   1143 1.4716e+00 5.4540e-01 
   1144 1.6250e+00 5.0577e-01 
   1145 1.6295e+00 5.2226e-01 
   1146 1.7376e+00 5.4210e-01 
   1147 1.5334e+00 5.2233e-01 
   1148 1.6055e+00 5.3719e-01 
   1149 8.9877e-01 3.2274e-01 
   1150 1.7039e+00 5.1921e-01 
   1151 1.6079e+00 5.0239e-01 
   1152 1.4831e+00 4.3892e-01 
   1153 1.6718e+00 5.2108e-01 
   1154 1.6840e+00 5.2736e-01 
   1155 1.4898e+00 5.1774e-01 
   1156 1.5998e+00 5.0552e-01 
   1157 4.4954e-01 2.0324e-01 
   1158 1.5336e+00 4.7246e-01 
   1159 4.4953e-01 1.8320e-01 
   1160 1.6423e+00 4.7607e-01 
   1161 1.6593e+00 5.2269e-01 
   1162 1.3112e+00 4.2488e-01 
   1163 1.6129e+00 5.3360e-01 
   1164 1.6509e+00 5.1100e-01 
   1165 1.5156e+00 5.1758e-01 
   1166 8.3402e-01 2.6224e-01 
   1167 1.6449e+00 5.1380e-01 
   1168 1.4954e+00 5.1790e-01 
   1169 1.6678e+00 5.2554e-01 
   1170 8.7616e-01 2.8391e-01 
   1171 1.6352e+00 5.2070e-01 
   1172 5.0134e-01 2.3779e-01 
   1173 1.6459e+00 4.5711e-01 
   1174 5.1687e-01 2.2883e-01 
   1175 8.1920e-01 2.2748e-01 
   1176 1.6174e+00 5.1708e-01 
   1177 1.6355e+00 5.1401e-01 
   1178 1.7284e+00 5.3997e-01 
   1179 1.6831e+00 5.3034e-01 
   1180 9.4266e-01 2.8123e-01 
   1181 1.7141e+00 5.3715e-01 
   1182 1.6505e+00 5.1373e-01 
   1183 8.6014e-01 2.6378e-01 
   1184 1.6373e+00 4.9984e-01 
   1185 1.6741e+00 5.2845e-01 
   1186 1.5496e+00 4.5932e-01 
   1187 7.5407e-01 2.6073e-01 
   1188 1.5572e+00 4.6699e-01 
   1189 8.9569e-01 3.0754e-01 
   1190 8.9183e-01 2.5223e-01 
   1191 8.4514e-01 2.7597e-01 
   1192 6.3992e-01 2.5631e-01 
   1193 1.6115e+00 5.1571e-01 
   1194 1.5979e+00 4.7340e-01 
   1195 1.6199e+00 5.1184e-01 
   1196 1.5954e+00 5.2924e-01 
   1197 1.6516e+00 5.1444e-01 
   1198 8.9298e-01 2.8931e-01 
   1199 1.6320e+00 5.2248e-01 
   1200 1.6430e+00 5.1631e-01 
   1201 1.7655e+00 5.3151e-01 
   1202 1.6502e+00 5.1782e-01 
   1203 1.6337e+00 5.2164e-01 
   1204 1.5136e+00 4.9010e-01 
   1205 1.4901e+00 4.7647e-01 
   1206 1.6841e+00 5.0221e-01 
   1207 1.4351e+00 4.8362e-01 
   1208 1.6915e+00 5.1060e-01 
   1209 1.7199e+00 5.3967e-01 
   1210 1.6722e+00 5.2820e-01 
   1211 1.7265e+00 5.3236e-01 
   1212 1.5325e+00 5.3147e-01 
   1213 1.4330e+00 4.7740e-01 
   1214 1.7085e+00 5.3256e-01 
   1215 8.8969e-01 2.7329e-01 
   1216 1.6418e+00 5.1966e-01 
   1217 7.5631e-01 1.7457e-01 
   1218 1.6350e+00 4.5376e-01 
   1219 1.5926e+00 4.5704e-01 
   1220 1.5761e+00 4.3704e-01 
   1221 1.6876e+00 5.4038e-01 
   1222 8.5054e-01 2.4466e-01 
   1223 1.6627e+00 5.2546e-01 
   1224 1.6612e+00 5.0890e-01 
   1225 8.8190e-01 2.4498e-01 
   1226 8.0705e-01 2.3009e-01 
   1227 1.4146e+00 4.7815e-01 
   1228 1.7177e+00 5.3233e-01 
   1229 1.6318e+00 5.2457e-01 
   1230 6.4477e-01 1.7289e-01 
   1231 1.0743e+00 2.7413e-01 
   1232 4.5520e-01 1.9418e-01 
   1233 4.8759e-01 1.6647e-01 
   1234 9.7925e-01 2.5465e-01 
   1235 1.5206e+00 5.1882e-01 
   1236 1.5853e+00 4.6888e-01 
   1237 1.7330e+00 5.3265e-01 
   1238 8.5357e-01 3.0015e-01 
   1239 1.6831e+00 5.3630e-01 
   1240 7.5309e-01 2.0761e-01 
   1241 1.2013e+00 3.6747e-01 
   1242 1.7284e+00 5.3080e-01 
   1243 6.0993e-01 2.0697e-01 
   1244 1.6528e+00 5.2410e-01 
   1245 1.6583e+00 5.4640e-01 
   1246 1.6189e+00 5.1838e-01 
   1247 7.6376e-01 2.0771e-01 
   1248 1.5232e+00 4.8965e-01 
   1249 8.6845e-01 2.4334e-01 
   1250 9.0979e-01 2.1318e-01 
   1251 1.6708e+00 5.2480e-01 
   1252 8.9959e-01 2.3739e-01 
   1253 1.2854e+00 3.7178e-01 
   1254 1.2499e+00 3.9018e-01 
   1255 4.4881e-01 1.7563e-01 
   1256 1.6624e+00 5.1793e-01 
   1257 1.6613e+00 5.1234e-01 
   1258 1.7330e+00 5.3377e-01 
   1259 1.5721e+00 5.0399e-01 
   1260 8.6966e-01 3.0495e-01 
   1261 8.7213e-01 2.9964e-01 
   1262 1.6427e+00 5.3036e-01 
   1263 1.6629e+00 5.4523e-01 
   1264 1.5527e+00 4.7244e-01 
   1265 1.6198e+00 5.2074e-01 
   1266 1.5523e+00 4.7070e-01 
   1267 1.6754e+00 5.1489e-01 
   1268 1.6376e+00 5.2516e-01 
   1269 1.6144e+00 5.4583e-01 
   1270 1.6168e+00 5.2111e-01 
   1271 1.6201e+00 5.1467e-01 
   1272 1.6596e+00 5.3225e-01 
   1273 5.8814e-01 2.1340e-01 
   1274 1.6638e+00 5.2210e-01 
   1275 1.4928e+00 5.3793e-01 
   1276 1.4529e+00 5.1161e-01 
   1277 1.1855e+00 3.1645e-01 
   1278 1.2088e+00 3.3158e-01 
   1279 1.6647e+00 5.0954e-01 
   1280 4.8628e-01 1.9191e-01 
   1281 1.6152e+00 4.7705e-01 
   1282 1.5536e+00 4.7020e-01 
   1283 1.6022e+00 4.7135e-01 
   1284 8.7024e-01 3.4996e-01 
   1285 1.5667e+00 4.4176e-01 
   1286 1.7133e+00 5.2845e-01 
   1287 1.6618e+00 5.1336e-01 
   1288 1.6419e+00 5.1726e-01 
   1289 1.6722e+00 5.1086e-01 
   1290 1.7101e+00 5.1573e-01 
   1291 1.6603e+00 5.3069e-01 
   1292 1.6359e+00 5.2493e-01 
   1293 1.5774e+00 5.2088e-01 
   1294 8.8520e-01 3.2269e-01 
   1295 1.6741e+00 5.3100e-01 
   1296 1.5850e+00 5.0465e-01 
   1297 8.3114e-01 2.8262e-01 
   1298 1.6615e+00 5.0311e-01 
   1299 8.7305e-01 2.8453e-01 
   1300 8.8929e-01 3.1853e-01 
   1301 1.6801e+00 5.1584e-01 
   1302 1.5654e+00 5.0806e-01 
   1303 1.6173e+00 4.6702e-01 
   1304 1.5569e+00 4.7919e-01 
   1305 1.7151e+00 5.2640e-01 
   1306 1.6140e+00 5.2767e-01 
   1307 1.6371e+00 5.0171e-01 
   1308 1.5140e+00 3.9090e-01 
   1309 1.5963e+00 5.1371e-01 
   1310 1.6193e+00 5.2426e-01 
   1311 1.6068e+00 5.3168e-01 
   1312 1.5794e+00 4.9243e-01 
   1313 1.5969e+00 5.2654e-01 
   1314 1.6989e+00 5.0882e-01 
   1315 5.9703e-01 2.1613e-01 
   1316 1.6206e+00 5.3607e-01 
   1317 1.0991e+00 3.6876e-01 
   1318 1.7145e+00 5.1729e-01 
   1319 1.6021e+00 4.8178e-01 
   1320 1.3672e+00 4.8380e-01 
   1321 1.5664e+00 4.7603e-01 
   1322 1.5067e+00 5.1426e-01 
   1323 1.5684e+00 4.3107e-01 
   1324 1.6377e+00 5.1194e-01 
   1325 1.5561e+00 4.1163e-01 
   1326 8.8757e-01 2.6684e-01 
   1327 8.3169e-01 2.2906e-01 
   1328 1.6038e+00 5.1457e-01 
   1329 1.3973e+00 4.8492e-01 
   1330 1.6539e+00 5.1048e-01 
   1331 1.6483e+00 5.1141e-01 
   1332 1.6032e+00 4.3780e-01 
   1333 1.6259e+00 5.1126e-01 
   1334 1.7224e+00 5.2951e-01 
   1335 6.5917e-01 2.1121e-01 
   1336 1.5440e+00 4.2210e-01 
   1337 1.6835e+00 5.3649e-01 
   1338 8.2121e-01 1.7724e-01 
   1339 8.8598e-01 1.8025e-01 
   1340 1.6327e+00 5.0124e-01 
   1341 1.5950e+00 5.1120e-01 
   1342 1.5561e+00 5.1912e-01 
   1343 1.5199e+00 4.8581e-01 
   1344 1.6775e+00 5.3857e-01 
   1345 1.6754e+00 5.1530e-01 
   1346 1.6365e+00 5.2964e-01 
   1347 5.3233e-01 1.6169e-01 
   1348 1.6025e+00 5.2425e-01 
   1349 1.5976e+00 4.8092e-01 
   1350 1.2410e+00 3.6518e-01 
   1351 1.0960e+00 3.2124e-01 
   1352 4.6985e-01 1.9812e-01 
   1353 1.6178e+00 5.0796e-01 
   1354 1.5683e+00 5.2771e-01 
   1355 1.5760e+00 4.7291e-01 
   1356 1.6587e+00 5.2280e-01 
   1357 1.3892e+00 5.3625e-01 
   1358 1.3762e+00 5.4546e-01 
   1359 3.8053e-01 1.7054e-01 
   1360 1.3366e+00 5.1154e-01 
   1361 1.3591e+00 4.8872e-01 
   1362 1.6992e+00 5.1904e-01 
   1363 1.4617e+00 4.4140e-01 
   1364 8.6764e-01 2.9229e-01 
   1365 9.1376e-01 2.7699e-01 
   1366 8.3064e-01 2.2774e-01 
   1367 1.6021e+00 4.9010e-01 
   1368 1.6862e+00 5.4010e-01 
   1369 1.6419e+00 5.1942e-01 
   1370 7.8409e-01 2.5310e-01 
   1371 1.7322e+00 5.3645e-01 
   1372 9.7328e-01 2.6714e-01 
   1373 8.0072e-01 2.4719e-01 
   1374 1.3947e+00 5.9823e-01 
   1375 1.4695e+00 5.9493e-01 
   1376 1.5420e+00 4.8743e-01 
   1377 1.6047e+00 4.4751e-01 
